title,context
각종 변경 사항이나 문의는 어떻게 해야 하나요?,"각종 정보 변경이나 서비스 관련 문의 사항은 모젠 고객센터로 연락을 주시면 상담원이 처리해 드립니다. MTS-250,200 """"PHONE"""" 화면의 """"CS"""" 버튼을 누르시거나, 080-600-6000으로 연락하시면 됩니다. MTS-W255,W260 모젠버튼 화면의 오른쪽 하단 """"모젠센터( CS )"""" 버튼을 누르시거나 080-600-6000으로 연락하시면 됩니다. MTS-W350 모젠->전화->""""CS센터"""" 버튼을 누르시거나 080-600-6000으로 연락하시면 됩니다. MTS-W450,450 집중키 오른쪽의 모젠 화면에서 전화-> """"CS상담연결"""" 버튼을 누르시거나 080-600-6000으로 연락하시면 됩니다. MTS-300 모젠->전화화면안에 """"고객센터"""" 버튼을 누르시거나 080-600-6000으로 연락하시면 됩니다."
"가입, 변경,해지 처리는 전화로 가능한가요?","○ 가입 : 모젠 서비스 가입은 현대자동차의 지점/대리점 방문을 원칙으로 하고 있습니다.먼저 모젠 고객센터 혹은 차량을 구입한 카마스터와 상담을 하시기 바랍니다.○ 개통(개통 요청) : 모젠 고객센터(080-600-6000)에 전화를 통해서만 가능합니다.○ 해지 : 모젠고객센터에 전화 또는 팩스를 통해 처리 가능하며,현대자동차 지점/대리점에서 해지 신청을 하는 경우에는 반드시 방문하셔야 합니다.○ 변경 : 모젠고객센터에 전화를 통해 변경 처리가 가능하며,지점/대리점을 방문하시거나 홈페이지 고객센터 메뉴에서도 가능합니다.다만 필요시 관련 서류를 팩스 등을 통해 요청할 수도 있습니다."
자동차를 인수 받는 즉시 바로 모젠 서비스를 이용할 수 있나요?,"모젠서비스를 이용하기 위해서는 개통 절차를 거쳐야 합니다. 지점/대리점을 통해 모젠 서비스 가입신청을 하시고, 차량을 등록을 마치시고 모젠 고객센터에 서비스 개통 요청을 하면 됩니다. 개통은 080-600-6000으로 전화를 하여 상담원에게 요청하시면 됩니다. 상담원은 개통을 위해 필요한 정보, 즉 단말기 모델명, 일련번호, 보험정보(보험사, 만기, 특약여부), 차량번호판 정보 등을 확인하고 개통하여 드립니다."
서비스 개통시 반드시 정해진 이동통신 사업자번호를 받아야만 하나요? 다른 사업자번호로 개통할 수는 없나요?,"모젠 서비스는 단말기별로 제휴되어 이용하는 이동통신망이 다릅니다. MTS 200과 MTS 300 단말기는 LG U 플러스 MTS 250 ,W255,W260 W450 W350 은 KT와 이동통신망을 이용하도록 제휴가 되어 있습니다. 따라서 단말기별로 제휴되어 있는 이동통신사 외에 다른 사업자의 이동통신망을 이용하는 것은 불가능합니다."
이동통신 대리점에서도 서비스 가입을 할 수 있나요?,"모젠 서비스는 현대 자동차에서 제공하는 서비스로 이동통신사 대리점을 통해서는 서비스 가입이나 해지, 변경 등의 서비스를 제공하지 않습니다. 모젠고객센터로 문의해 주시기 바랍니다."
모젠 서비스에 가입하려면 어떻게 해야 하나요?,"모젠 서비스 가입을 위해서는 차량을 구입할 때 모젠을 옵션으로 선택하시고, 차량 계약시 모젠 서비스 가입 신청서를 작성해 주셔야 합니다. 기존에 모젠 단말기가 장착된 중고차를 인수 한 후 모젠 서비스를 이용하시려면 가까운 현대자동차 지점 또는 대리점에 자동차등록증과 자동차보험증서 그리고 신분증을 지참하시고 방문하시어 서비스 가입 요청을 하시면 됩니다."
현재 쓰고 있는 핸드폰 번호를 단말기 전화번호와 동일한 번호로 사용할 수 있나요?,"불가능 합니다. 모젠 서비스를 이용하기 위해서는 모젠단말기를 옵션으로 선택하셔야 하며, 통신망을 제공하는 이동전화회사의 별도 이동전화 번호를 신규로 부여받으셔야 합니다. 차안에 별도의 이동전화 기능이 포함된 단말기를 장착하는 것이기 때문에 기존 이동전화번호와 동일하게 이용할 수 없습니다."
현대자동차에서 판매하는 모든 차종에 모젠 단말기 장착이 가능한가요?,현대자동차에서 판매하는 모든 차량에 장착이 가능하지는 않습니다. 차종별로 적용 가능한 단말기가 상이합니다
텔레매틱스가 무엇 인가요?,"텔레매틱스란 통신(Telecommunication)과 정보과학(Infomatics)의 합성어로서, 자동차내에 장착되어있는 통신단말기를 통해, 자동차에서 발생하는 각종 현상을 분석하고, 운전에 필요한 다양한 정보를 수집하여, 보다 편리하고 안전한 운전을 할 수 있도록 갖추어진 시스템을 말합니다. 텔레매틱스 서비스를 받기 위해서는 GPS(Global Positioning System, 위치측정시스템)와 이동통신 기능이 가능한 단말기를 차량 내에 장착해야 합니다."
지금 타고 있는 차량에 모젠 단말기 장착이 가능한가요?,"모젠 단말기가 제공하는 텔레매틱스 서비스는 차량과의 연계가 매우 중요합니다.에어백이 전개되었을때 전개신호를 보내주는 기능이라든지,핸들에 별도의 버튼을 구성하여 단말기를 누르지 않더라도 핸들에 있는 스위치로 단말기를 조작할 수 있게 한다든지,그리고 전원장치 및 각종 AV시스템과의 연계 등 차량 본체와 여러가지 밀접한 관련이 있습니다.따라서 차량을 생산할 때 모젠 옵션 차량은 기존 차량과 구별되어 설계가 되어 있으므로,기존 차량에 모젠 단말기를 장착하는 것은 불가능 합니다."
모젠이 무슨 뜻인가요?,"모젠은 국내 최고의 자동차 회사인 현대자동차와 기아자동차가 공동으로 개발하여 국내 최초로 제공하는 차량 완전 통합형 텔레매틱스 서비스의 브랜드입니다. ""새로운 자동차 생활의 시대를 열어가는 新자동차 생활인""을 지칭하고 있으며, 자동차의 최첨단 생활을 열어주는 새로운 세대라는 의미와, 고객을 중심으로 보다 풍요롭고 안전한 운전생활을 도와드리는 의미를 내포하고 있습니다."
모젠 센터의 운영 시간은 어떻게 되나요?,"모젠 센터는 365일 24시간 운영하고 있습니다. 즉, 비서서비스와 긴급구난 서비스는 언제든지 이용이 가능합니다. 단, 단말기 CS 버튼이나 080-600-6000을 통한 상담원과의 통화(모젠 고객센터)는 평일 08:30~18:00에만 가능하며, 토/일요일과 공휴일에는 불가능합니다. 모젠 서비스의 개통/변경/해지와 서비스 관련 문의는 평일(08:30~18:00)에 이용해 주십시오."
주차장에 차를 어디에 세워두었는지 도저히 찾을 수가 없습니다. 내 차의 주차 위치를 알 수 있을까요?,"고객님이 모젠센터에 주차위치 알림 서비스를 요청하시면, 상담원이 고객님 본인 확인 후 차량의 비상등 점멸 또는 동시에 경적이 울리도록 해 드립니다."
집에 가려고 ‘양재동 366-3번지’라고 말하니까 인식이 안됩니다.,"번지는 음성인식 지원이 되지 않습니다. 단말기 내비메뉴의 주소검색을 이용하시거나 모젠버튼을 눌러 상담원에게 요청하시면 됩니다. 번지수가 집이나 사무실이시라면 모젠웹페이지의 등록목적지에 `우리집','사무실'로 등록하시면 `시/도명 또는 바로가기명을 말씀해주세요'멘트가 나온 후 `우리집','사무실'이라고 말씀하시면 인식이 가능합니다."
음성 인식이 계속 안됩니다.,음성인식은 조용환 환경에서 발성하서야 인식이 잘 됩니다. 혹시 창문을 연 상태라면 닫아주시고 동승자분간의 대화는 잠깐 중단하시고 말씀하여 주십시요. 이용방법을 자세히 들으시려면 `도움말'이라고 말씀하시면 됩니다. 발성하실때 조사는 빼시고 하시는 것이 인식에 도움이 됩니다. 예를 들어 강남역에 가시려면 `강남역이요'라고 말씀하시면 인식이 잘 안되고 `강남역'이라고 하셔야 인식이 됩니다. 저희 모젠의 음성인식은 국내 성인남녀의 평균적은 음성을 기준으로 개발되었으나 이용자에 따라서 인식이 잘 안될수도 있습니다. 그런 경우에는 모젠버튼을 누르셔서 비서서비스를 이용하여 주십시오.
"모젠 음성인식서비스에는 어떤 것들이 있나요?(이용방법,부가요금)","모젠 음성인식서비스의 경우 길안내, 날씨, 증권, 유머, 전화연결, 교통정보가 가능합니다. 이용방법 MTS-150/200/250 > Phone메뉴 -> ARS 연결 MTS-300 > 메뉴 or 모젠버튼 -> 음성정보 연결 ※ 음성통화료외 정보이용료 무료(길안내 서비스 이용 시, 패킷요금 부과)"
유무선 연동 서비스와 동기화가 무엇인가요?,"모젠 서비스 가입 고객들만 이용 할 수 있는 블루멤버스 홈페이지에서 입력해 놓은 일정관리, 전화번호부, 목적지 등 개인 정보를 모젠 단말기에서 확인할 수 있으며, 또한 단말기에서 등록한 정보를 홈페이지에서 확인할 수 있도록 유선과 무선이 연동하여 제공되는 서비스입니다. 미리 홈페이지에서 필요한 정보를 저장해 놓으시면 차 안에서 복잡한 조작없이 편리하게 이용할 수 있는 장점이 있습니다."
위험지역알림 DATA의 업데이트 주기는 어떻게 되나요?,"위험지역 DB 업데이트는 매월 2회 진행되며, 업데이트 시기에 홈페이지에 별도로 공지가 됩니다."
위험지역 알림 서비스를 받기 위해서는 별도의 이용료가 있나요?,"MTS-150.250.200 단말기는 위험지역 알림 서비스는 위험지역 DATA 다운로드시에만 이용료가 부과됩니다. `일반 요금제`를 선택하시면 이용료 없이 업데이트되는 위험지역 DB를 다운로드 받을 수 있으며, `라이트 요금제`는 다운로드 시 건당 2,000원의 이용료가 부과됩니다. 단, 위험지역 DB 다운로드 시 데이터 통신비용(데이터 용량에 따라 다르며, 약 500원 내외 소요)은 별도로 부과됩니다."
위험지역 DATA 업데이트는 어떻게 하나요?,"각 단말기 모델에 따라 아래와 같이 버튼 조작하시면 됩니다. 150 : 내비메뉴 버튼 >> NAVI 설정 >> 위험알림설정 >> 위험정보수신 200 : NAVI 버튼 >> NAVI 설정 >> 위험지역갱신 250계열 : NAVI 버튼 >> 메뉴 >> 환경설정(또는 내비설정) >> 위험알림설정 >> 위험정보 `수신' 450 : MAP GUIDE 버튼 >> BACK >> 환경설정 >> 과속위험정보갱신 단 TPEG 기능이 가능한 W255,W260,W350,W450모델은 TPEG 를 통해 자동으로 갱신됩니다."
원격진단 서비스는 어떻게 제공되나요?,"단말기 INFO 버튼을 누르시고, `차량관리 > 차량진단` 버튼을 눌러 이용이 가능합니다. 원격진단은 파워트레인 및 ABS/ESP 시스템을 진단하여 고장 발생시 후속 조치 사항을 상담원을 통해 안내받는 서비스입니다. 모젠 상담원을 통해 진단 내용을 설명 받고 긴급출동, 정비소까지 길안내 혹은 정비예약 등의 후속 조치를 안내 받으실 수 있습니다. 원격 진단 서비스는 모젠 서비스 가입 고객님만 이용할 수 있으며 일부 차량에서는 제공이 어려운 점 양해 부탁드립니다. ( 제외 단말기 - MTS-200,300)"
원격진단 서비스는 모젠 서비스에 가입하지 않아도 이용할 수 있나요?,원격 진단 서비스는 모젠 가입 고객에 한해 제공받을 수 있습니다.
자동차 키를 차 안에 두고 내렸습니다. 차 문을 모젠이 열어줄 수 있나요?,"차량의 키가 없거나, 차량 내에 두고 차문을 잠근 경우에 고객님이 차량 근처에서 모젠 센터에 잠금해제를 요청하면 상담원이 고객님 본인 확인 후 원격에서 잠금을 해제해 주는 서비스가 제공됩니다. 원격 문열림 서비스는 일부 차종에 서비스가 제공되지 않습니다. 단말기별 적용 서비스 항목에서 서비스 가능 여부를 확인해 주십시오."
도난 신고접수는 언제든지 가능한가요?,"도난 신고접수는 가까운 경찰서나 파출소에서 본인이 직접 하셔야 합니다. 도난추적 서비스는 경찰관서에 도난신고가 사전 접수 된 경우에만 제공되는 서비스로 24시간 제공이 가능합니다. 도난신고접수가 안 된 경우, 모젠 상담원은 고객과 112와 모젠센터간의 3자 통화를 통해 고객이 경찰에 차량 도난 신고를 할 수 있도록 도와드리며, 112에서 도난 신고가 접수하여 인정하게 되면, 고객의 책임하에 위치정보를 경찰에 제공하고 있습니다."
도난 경보 알림 서비스는 어떻게 제공되나요?,"모젠 차량의 도난 경보가 작동하게 되면 모젠센터로 신호가 자동으로 접수되어, 고객 휴대폰으로 긴급상황임을 알리는 문자 메시지를 전송해 드립니다. 단, 시동을 끈 후 48시간이 경과되면 도난 경보 알림 서비스가 제공되지 않습니다. 차량을 도난 당했을 경우에는 080-600-6000으로 전화를 하셔서 도난 추적 서비스를 요청하시면 됩니다."
현재 내 차의 위치를 정확하게 친구에게 알려줄 수도 있나요?,"모젠 내차위치 전송은 고객님의 현재 차량 위치를 고객님 본인 모젠 홈페이지 및 다른 모젠 고객님의 차량 혹은 모젠 홈페이지에 전송해 주는 서비스입니다. 내차 위치 전송 서비스를 이용하시려면, 단말기 INFO 버튼을 누르시고 `차량관리 > 내차위치전송` 버튼을 선택하시면 됩니다. 단말기 화면에서 친구 차량의 모젠 전화번호를 입력하거나 홈페이지를 선택하시고, 확인을 누르시면 전송됩니다."
"혼잡통행료 징수시간에 (남산 1,3호터널)로 자꾸 안내하는 데 우회도로로는 안내가 안되나요?","단말기 내비게이션에 권장경로, 유료우선, 무료우선, 거리우선, 기타경로 총 5가지의 경로 탐색 조건을 지정할 수 있습니다. 목적지 설정 후 표시된 전체 경로 보기 화면에서 `선택` 버튼을 누르고, `다중경로` 버튼을 선택하면 경로탐색 방법을 지정할 수 있습니다."
예상 도착시각이 안 맞습니다.,"출발시 제공되는 예정 소요시각은 출발시점의 경로상의 교통상황을 반영하여 예측하여 제공하며, 출발 이후 교통상황의 변화가 반영이 되지 못하므로 정확한 도착 예정시각과 차이가 발생합니다. 따라서 단말기에 표시되는 도착예정시각은 참고 값으로 만 활용하시기 바랍니다."
연료절약 길안내를 이용하면 어떤 효과가 있나요?,"연료절약 길안내는 자체 평가 결과 빠른길 안내 대비 평균 12%의 연료절감 효과가 있습니다. 단, 운전자의 운전 성향, 차량상태, 기상조건, 교통상황 및 급가속 등에 의해 효과의 차이가 발생할 수 있습니다"
연료절약 길안내가 뭔가요?,"연료절약 길안내는 모젠만의 진일보한 교통정보, 가고자 하는 도로의 정보, 고객 차량 정보를 바탕으로 개발된 연료소모량 예측 모델을 적용하여 최소한의 연료가 소모되는 경로를 안내해 주는 모젠만의 새로운 컨셉의 길안내 서비스입니다."
"목적지의 명칭오류,누락,수정건이 있는 경우에 수정이 가능한가요?","단말기의 경우 약 20만건의 목적지 내장데이터가 있습니다. 단말기상의 목적지데이터의 경우 연2회 업그레이드시의 추가,삭제,변경이 가능하며 모젠센터에서는 주단위로 목적지데이터가 관리되고 있어 모젠센터를 통한 길안내시에는 업그레이드전이라도 반영이 가능합니다."
길안내를 받으면서 전화통화를 할 수 있나요?,"길안내 중에도 상담원과의 통화는 물론, 전화의 송수신 기능을 모두 이용할 수 있습니다. 단, 고객님의 안전을 위해 주행 중에는상담원을 이용한 전화걸기와 단축키를 이용한 전화 연결만 가능합니다."
"길안내 서비스를 받아서 목적지까지 갔는 데, 사고로 막혀서 오래 걸렸습니다.",모젠이 제공하는 길안내 서비스는 길안내를 요청하신 시점에 교통정보를 반영한 최적의 경로로 안내하게 되어 있습니다. 그러나 갑작스런 사고나 교통통제 등을 상황을 경로 안내에 반영하기 어렵습니다. 이런 경우에는 실제 교통규제 및 도로상황에 따라 주행해 주십시요.
"가까운 길을 두고 돌아가는 길로 안내하는 경우가 종종 있는데, 이유가 뭔가요?","모젠센터에서 추천하는 경로는 현재 시간의 도로 소통상황을 반영하여 빠른길을 안내하고 있습니다. 따라서 거리상으로 가깝더라도 정체구간을 포함하고 있다면, 다소 우회하더라도 소통상황이 원활한 경로로 안내하고 있습니다."
전국의 교통정보를 다 조회해 볼 수 있나요?,"현재 서울과 수도권 일부및 광역시의 주요도로와 고속도로에 대한 교통정보가 제공되고 있으며, 기타 지역에 대한 교통정보는 제공되지 않습니다. 향후 국가 ITS사업의 추진에 맞춰 지속적으로 교통정보 공급 대상 지역을 확대할 계획입니다."
"현대 긴급 출동봉사반에서 와서 시동을 걸어주었는데, 돈을 내라고 합니다.","현대 긴급출동의 경우, 보증수리 대상인 경우에는 출동비가 무상이나, 보증수리 초과 차량의 출동비는 현장에서 청구되며, 보증수리 차량의 경우에도 출동비는 무상이나 소요된 부품 등에 대해서는 고객이 비용을 지급합니다."
출동 요원이 견인을 하면서 특수 장비가 필요하다며 추가요금을 부담하라고 합니다.,"도로를 이탈하거나 장애물 등으로 인하여 자력으로 주행이 불가능하여 구난을 필요로 하는 경우에 긴급구난 서비스가 제공됩니다. 그러나 이 경우 별도의 구난장비 없이 견인차(렉카)로 구난이 가능한 경우에 한하며, 별도의 구난장비가 필요한 경우에는 추가비용을 지급하여야 합니다. 또한 구난작업 30분 초과시(현장도착에서 완료까지의 시간) 별도의 비용을 부담 하여야 합니다."
"자동차전용도로(올림픽도로, 강변북로 등)에서 휘발유가 떨어졌는데 긴급주유서비스는 안되고 견인을 해야합니다.","고속도로 및 자동차 전용도로에서 배터리충전, 타이어교체, 긴급주유, 문잠김해제 서비스 등을 요청하신 경우에는 안전을 위해 현장 조치가 불가하고 긴급 견인 서비스를 제공해 드립니다."
SOS 서비스로 긴급출동을 요청했을 경우 제공받을수 있는 서비스는 어떤것이 있나요?,"문잠김 해제, 긴급 주유(휘발유 3L, 경유 3L 이내), 예비타이어 교체, 배터리 충전, 견인, 구난 서비스를 제공 받으실 수 있습니다. 단, 일부 서비스는 고객이 요금을 추가로 부담하셔야 합니다. 견인의 경우 10KM 까지는 무료로 제공되나 초과시 1KM당 2,000원의 요금이 부과됩니다. 구난의 경우, 출동한 견인차로 30분이내의 거리면 무상이며, 30분 초과시는 별도의 요금이 부과 됩니다. 또한 별도의 구난차량이 필요한 경우에도 별도의 요금이 부과되며, 발생한 별도 요금은 출동한 업체에 직접 지급하시면 됩니다."
